EmpID,FirstName,LastName,StartDate,ExitDate,Title,Supervisor,ADEmail,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating,FireReason
3141,Aliya,Morton,17-Mar-21,,Production Technician I,James Harris,aliya.morton@bilearner.com,BPC,Active,Full-Time,Zone B,Temporary,Unk,,Production,Field Operations,7/10/1970,MA,Foreman,Male,9420,Black,Married,Exceeds,2,
3142,Ingrid,Wilkins,10-Feb-21,,Production Technician I,David Harris,ingrid.wilkins@bilearner.com,CCDR,Active,Full-Time,Zone B,Part-Time,Unk,,Production,General - Con,7/20/1949,MA,Flagger,Female,49701,White,Single,Fully Meets,4,
3143,Morgan,Elliott,28-Sep-18,,Production Technician I,Michael Thompson,morgan.elliott@bilearner.com,SVG,Active,Full-Time,Zone A,Temporary,Unk,,Production,Aerial,6/25/1947,MA,Lineman,Female,32652,Black,Widowed,Fully Meets,2,
3144,Shannon,Lambert,9-Feb-21,,Production Technician I,David Harris,shannon.lambert@bilearner.com,EW,Active,Contract,Zone C,Part-Time,Unk,,Production,Engineers,9/19/1956,MA,Engineer,Male,4496,Hispanic,Married,Exceeds,2,
3145,Prince,Petty,27-Sep-20,4-Mar-22,Production Technician I,Daniel Martinez,prince.petty@bilearner.com,MSC,Exited,Part-Time,Zone C,Temporary,Retirement,Reveal real paper peace usually fly know century.,Production,Field Operations,10/30/1995,MA,Driller,Male,59765,Asian,Divorced,Fully Meets,2,Going back to school
3146,Abril,Joseph,16-Dec-18,,Production Technician I,Mark Davis,abril.joseph@bilearner.com,TNS,Active,Part-Time,Zone C,Temporary,Unk,,Production,Project Management - Con,10/18/1978,MA,Coordinator,Female,19021,White,Widowed,Fully Meets,4,
3147,Bobby,Levy,17-Jul-23,28-Jul-23,Production Technician I,David Harris,bobby.levy@bilearner.com,PYZ,Exited,Contract,Zone B,Temporary,Involuntary,Member cost town create against decision.,Production,General - Sga,4/23/1999,MA,Engineer,Male,48709,Hispanic,Divorced,Fully Meets,5,Poor performance
3148,Gustavo,Durham,28-May-20,14-Dec-21,Production Technician I,Robert Wright,gustavo.durham@bilearner.com,WBL,Exited,Full-Time,Zone C,Temporary,Voluntary,Draw health deal.,Production,Aerial,3/1/1950,MA,Foreman,Male,76147,White,Single,Exceeds,2,Career change
3149,Teagan,Stevens,1-Mar-21,5-Apr-23,Production Technician I,James Allen,teagan.stevens@bilearner.com,NEL,Exited,Full-Time,Zone A,Part-Time,Voluntary,Policy upon tend join individual direction yard.,Production,Field Operations,9/27/1983,MA,Laborer,Female,19987,Black,Single,Exceeds,2,Relocation
3150,Neil,Patton,12-Feb-22,,Production Technician I,Jennifer Young,neil.patton@bilearner.com,PL,Active,Full-Time,Zone C,Part-Time,Unk,,Production,Aerial,8/2/1955,MA,Foreman,Female,11927,Asian,Widowed,Fully Meets,2,
3151,Khalil,Guzman,26-Feb-22,,Production Technician I,Michael Thompson,khalil.guzman@bilearner.com,BPC,Active,Part-Time,Zone C,Temporary,Unk,,Production,Field Operations,11/15/1965,MA,Engineer,Female,81158,White,Widowed,Exceeds,4,
3152,Alaina,Mayo,5-Jul-22,28-Dec-22,Production Technician I,Susan Allen,alaina.mayo@bilearner.com,CCDR,Exited,Contract,Zone C,Temporary,Voluntary,Through would building generation pay investment.,Production,Field Operations,12/29/1953,MA,Laborer,Female,27163,Black,Widowed,Exceeds,5,Seeking higher pay
3153,Jagger,Morgan,29-Nov-19,11-Mar-22,Production Technician I,Linda King,jagger.morgan@bilearner.com,SVG,Exited,Part-Time,Zone A,Full-Time,Retirement,Seven trip current difference baby.,Production,Field Operations,12/13/1994,MA,Technician,Female,96230,Other,Single,Fully Meets,4,Attendance issues
3154,Donavan,Kennedy,22-Feb-19,,Production Technician I,Betty Robinson,donavan.kennedy@bilearner.com,EW,Active,Full-Time,Zone B,Temporary,Unk,,Production,Engineers,5/21/1949,MA,Engineer,Female,75205,Black,Single,Fully Meets,2,
3155,Amy,Frederick,16-Jul-20,15-Feb-22,Production Technician I,Michael Clark,amy.frederick@bilearner.com,MSC,Exited,Contract,Zone B,Temporary,Voluntary,Interest sit production sit director think.,Production,General - Con,3/14/1951,MA,Lineman,Male,56136,Black,Married,Fully Meets,2,Seeking higher pay
3156,Pierce,Charles,18-Jul-19,19-Feb-20,Production Technician II,David Garcia,pierce.charles@bilearner.com,MSC,Exited,Contract,Zone B,Part-Time,Voluntary,Else feel no individual.,Production,General - Con,7/16/1962,MA,Lineman,Female,65327,Black,Married,Fully Meets,5,Position eliminated
3157,Deegan,Pham,10-Mar-19,16-Nov-21,Production Technician II,Betty Walker,deegan.pham@bilearner.com,TNS,Exited,Contract,Zone A,Full-Time,Voluntary,Capital series something again ever.,Production,Billable Consultants,3/16/1984,MA,Engineer,Female,25266,White,Divorced,Exceeds,5,Poor performance
3158,Seth,Oneill,30-May-23,21-Jul-23,Production Technician II,Jennifer Taylor,seth.oneill@bilearner.com,PYZ,Exited,Part-Time,Zone A,Full-Time,Retirement,More next spring around television million media.,Production,General - Sga,1/21/1976,MA,Director,Female,35824,Hispanic,Divorced,Exceeds,2,Going back to school
3159,Mollie,Woodward,23-Aug-18,19-Jun-19,Production Technician II,Karen Miller,mollie.woodward@bilearner.com,WBL,Exited,Full-Time,Zone B,Part-Time,Voluntary,Allow decide education consider early such.,Production,Field Operations,5/29/1978,MA,Groundman,Female,24940,Asian,Married,Fully Meets,4,Relocation
3160,Baylee,Warner,6-Mar-19,,Production Technician II,Laura Miller,baylee.warner@bilearner.com,NEL,Active,Full-Time,Zone A,Part-Time,Unk,,Production,Splicing,4/18/1951,MA,Splicer,Female,69293,Other,Single,Exceeds,4,
3161,Celeste,Allison,1-Aug-23,2-Aug-23,Production Technician II,Paul King,celeste.allison@bilearner.com,PL,Exited,Full-Time,Zone C,Full-Time,Involuntary,Material thousand usually.,Production,General - Con,4/17/1983,MA,Laborer,Female,9346,Black,Divorced,Fully Meets,1,Conflict with manager
3162,Camryn,Clark,24-Feb-20,24-Dec-20,Production Technician II,Karen Robinson,camryn.clark@bilearner.com,BPC,Exited,Part-Time,Zone A,Temporary,Resignation,Not later mission use industry family at.,Production,Isp,8/27/1997,MA,Manager,Male,57257,White,Single,Fully Meets,5,End of contract term
3163,Geovanni,Crawford,26-Sep-19,,Production Technician I,Linda King,geovanni.crawford@bilearner.com,PL,Active,Contract,Zone A,Full-Time,Unk,,Production,Catv,3/13/1979,MA,Laborer,Male,57484,Black,Married,Fully Meets,4,
3164,Danielle,Blanchard,7-Dec-22,8-Jun-23,Production Technician I,James Martinez,danielle.blanchard@bilearner.com,BPC,Exited,Full-Time,Zone C,Temporary,Resignation,Beat hand ready reason development else doctor.,Production,Field Operations,3/18/1997,MA,Foreman,Female,89536,Other,Married,Fully Meets,5,Not a good culture fit
3165,Kasey,Pineda,8-Mar-19,8-Feb-21,Production Technician I,John Thompson,kasey.pineda@bilearner.com,CCDR,Exited,Part-Time,Zone C,Full-Time,Retirement,Truth hope she after.,Production,Field Operations,12/24/1994,MA,Laborer,Female,38677,Black,Single,Fully Meets,2,Company downsizing
3166,Kenzie,Friedman,6-Aug-19,27-Jul-22,Production Technician I,Sarah Young,kenzie.friedman@bilearner.com,SVG,Exited,Part-Time,Zone A,Full-Time,Resignation,Whatever up again yeah wear red.,Production,Field Operations,11/2/1993,MA,Laborer,Female,28796,White,Single,Exceeds,2,Career change
3167,Destinee,Mejia,19-Jun-19,,Production Technician I,Laura Miller,destinee.mejia@bilearner.com,EW,Active,Full-Time,Zone B,Part-Time,Unk,,Production,Splicing,9/19/1943,MA,Lineman,Male,2156,Other,Divorced,Exceeds,4,
3168,Deshawn,Henry,8-Feb-22,18-Jul-23,Production Technician I,Karen Clark,deshawn.henry@bilearner.com,MSC,Exited,Part-Time,Zone A,Full-Time,Voluntary,Hot stage record listen cost against.,Production,Sales & Marketing,5/24/1990,MA,Assistant,Male,86333,Hispanic,Married,Fully Meets,2,Health reasons
3169,Cristian,Ritter,8-Jun-19,29-Jan-21,Production Technician I,Laura Miller,cristian.ritter@bilearner.com,TNS,Exited,Part-Time,Zone B,Part-Time,Resignation,Find by campaign. Bit oil show cultural up smile.,Production,Aerial,4/3/1951,MA,Lineman,Female,17633,Other,Single,Exceeds,4,Found a better role
3170,Demarcus,Huffman,28-Jan-22,23-Jun-23,Production Technician I,Mark Walker,demarcus.huffman@bilearner.com,PYZ,Exited,Full-Time,Zone C,Full-Time,Retirement,Good talk past.,Production,Field Operations,1/23/1992,MA,Technician,Male,16568,Asian,Married,Fully Meets,2,Work-life balance
3171,Regina,Lopez,26-Aug-20,11-Aug-22,Production Technician I,Daniel Harris,regina.lopez@bilearner.com,WBL,Exited,Part-Time,Zone A,Part-Time,Involuntary,Suddenly myself debate official training three.,Production,Engineers,2/25/1995,MA,Engineer,Female,44233,White,Widowed,Fully Meets,5,Better opportunity
3172,Justice,Clark,22-Apr-19,,Production Technician I,Robert Clark,justice.clark@bilearner.com,NEL,Active,Contract,Zone C,Part-Time,Unk,,Production,Shop (Fleet),7/9/1983,MA,Mechanic,Female,41155,Asian,Divorced,Fully Meets,4,
3173,Tucker,Sweeney,21-Dec-22,30-May-23,Production Technician I,Laura Miller,tucker.sweeney@bilearner.com,PL,Exited,Contract,Zone A,Part-Time,Resignation,Place hear beat.,Production,Billable Consultants,3/14/1957,MA,Engineer,Female,24597,Asian,Married,Fully Meets,1,Personal reasons
3174,Roy,Pratt,12-Oct-22,3-Jul-23,Production Technician I,David Garcia,roy.pratt@bilearner.com,BPC,Exited,Full-Time,Zone C,Part-Time,Involuntary,Only something seven relate leg however.,Production,Catv,6/13/1961,MA,Foreman,Female,59255,Hispanic,Single,Fully Meets,5,Going back to school
3175,Raphael,Whitney,23-Jul-23,1-Aug-23,Production Technician I,Jennifer Miller,raphael.whitney@bilearner.com,CCDR,Exited,Full-Time,Zone B,Full-Time,Voluntary,Foreign friend policy green.,Production,Fielders,7/11/1947,MA,Engineer,Female,97410,Asian,Single,Fully Meets,1,Personal reasons
3176,Cade,Palmer,13-Dec-18,23-Jun-20,Production Technician I,John Thompson,cade.palmer@bilearner.com,SVG,Exited,Full-Time,Zone A,Full-Time,Resignation,Minute between another local country.,Production,Project Management - Con,2/24/2000,MA,Coordinator,Female,42252,Other,Widowed,Exceeds,1,Found a better role
3177,Abel,Potts,30-Sep-19,23-Jun-21,Production Technician I,James Martinez,abel.potts@bilearner.com,EW,Exited,Full-Time,Zone A,Full-Time,Resignation,Six agreement take. Newspaper back land health.,Production,Project Management - Con,3/13/2000,MA,Coordinator,Female,48294,Asian,Single,Fully Meets,1,Better opportunity
3178,Wayne,Leon,24-Jan-20,9-Jun-23,Production Technician II,Paul Davis,wayne.leon@bilearner.com,MSC,Exited,Part-Time,Zone C,Part-Time,Involuntary,Follow arrive inside source.,Production,Field Operations,4/30/1990,MA,Administrator,Female,45258,White,Married,PIP,1,Company downsizing
3179,Amya,Armstrong,23-Dec-20,17-Mar-21,Production Technician II,William Clark,amya.armstrong@bilearner.com,TNS,Exited,Full-Time,Zone C,Full-Time,Voluntary,Assume none mother note poor indeed.,Production,Field Operations,12/22/1941,MA,Lineman,Male,96822,Black,Divorced,Fully Meets,2,Relocation
3180,Johnny,Whitehead,7-Jun-19,11-Jan-20,Production Technician II,David Harris,johnny.whitehead@bilearner.com,PYZ,Exited,Full-Time,Zone B,Temporary,Retirement,Begin person since way. Thus region happy no.,Production,Field Operations,10/27/1997,MA,Technician,Female,14828,Hispanic,Divorced,Fully Meets,4,Poor performance
3181,Antwan,Clayton,25-Dec-19,14-Nov-21,Production Technician II,William Taylor,antwan.clayton@bilearner.com,WBL,Exited,Contract,Zone C,Temporary,Voluntary,Safe cost bar use per both tend.,Production,General - Con,7/17/1959,MA,Foreman,Female,26328,Other,Single,Fully Meets,4,Not a good culture fit
3182,Dexter,Preston,26-Jan-23,,Production Technician II,James Davis,dexter.preston@bilearner.com,NEL,Active,Contract,Zone B,Temporary,Unk,,Production,Field Operations,11/21/1971,MA,Technician,Female,55287,White,Married,PIP,2,
3183,Uriah,Guerrero,3-Nov-22,3-Aug-23,Production Technician II,Linda King,uriah.guerrero@bilearner.com,PL,Exited,Full-Time,Zone A,Temporary,Resignation,Then foot not.,Production,Engineers,2/15/1953,MA,Technician,Male,40809,Other,Single,PIP,3,Seeking new challenges
3184,Dakota,Oliver,13-May-22,,Production Technician I,Paul King,dakota.oliver@bilearner.com,MSC,Active,Part-Time,Zone A,Full-Time,Unk,,Production,Field Operations,5/21/1972,MA,Tower Hand,Female,9994,Hispanic,Single,PIP,5,
3185,Selena,Yoder,23-Sep-20,15-Mar-23,Production Technician I,James Allen,selena.yoder@bilearner.com,NEL,Exited,Contract,Zone C,Temporary,Voluntary,Development second material common.,Production,Field Operations,11/10/1999,MA,Assistant,Female,91605,Other,Divorced,PIP,2,Career change
3186,Kaila,Flowers,29-Aug-21,8-Nov-22,Production Technician I,Laura Miller,kaila.flowers@bilearner.com,PL,Exited,Part-Time,Zone A,Full-Time,Voluntary,Believe kitchen whose true.,Production,Aerial,5/3/1967,MA,Supervisor,Female,76162,Black,Divorced,Fully Meets,2,End of contract term
3187,Dashawn,Ramirez,13-Dec-22,11-Jan-23,Production Technician I,Susan Allen,dashawn.ramirez@bilearner.com,PYZ,Exited,Contract,Zone C,Full-Time,Resignation,Wide smile scene such society contain.,Production,Wireline Construction,4/8/1962,MA,Project Manager,Female,13522,Black,Single,PIP,3,Position eliminated
3188,Meghan,Ray,6-Nov-22,,Production Technician I,Betty Martin,meghan.ray@bilearner.com,SVG,Active,Part-Time,Zone C,Part-Time,Unk,,Production,Field Operations,11/4/1978,MA,Laborer,Male,2956,Hispanic,Divorced,Fully Meets,4,
3189,Jasiah,Palmer,4-Aug-23,,Production Technician I,Joseph Walker,jasiah.palmer@bilearner.com,TNS,Active,Full-Time,Zone C,Temporary,Unk,,Production,Project Management - Con,7/21/1964,MA,Project Manager,Female,46851,Asian,Married,PIP,1,
3190,Jaiden,Hawkins,15-Nov-20,,Production Technician I,John Thompson,jaiden.hawkins@bilearner.com,WBL,Active,Contract,Zone C,Part-Time,Unk,,Production,General - Con,2/10/1998,MA,Administration,Male,89125,White,Divorced,PIP,2,
3191,Monserrat,Miranda,6-Jul-22,12-Aug-22,Production Technician I,Daniel Harris,monserrat.miranda@bilearner.com,BPC,Exited,Part-Time,Zone A,Part-Time,Retirement,Read PM learn third clearly film news.,Production,Technology / It,1/28/1945,MA,Technician,Male,29435,Black,Married,Fully Meets,2,Work-life balance
3192,Johnathon,Lynch,21-Apr-19,12-Jan-22,Production Technician I,Karen Miller,johnathon.lynch@bilearner.com,CCDR,Exited,Full-Time,Zone A,Part-Time,Resignation,Ball they group who.,Production,Aerial,1/12/1997,MA,Laborer,Female,26250,Black,Single,Fully Meets,3,Health reasons
3193,Dayanara,Murray,28-Aug-21,,Production Technician I,Betty Martin,dayanara.murray@bilearner.com,EW,Active,Full-Time,Zone C,Temporary,Unk,,Production,General - Con,1/24/1946,MA,Laborer,Female,67626,Black,Divorced,PIP,3,
3194,Alessandro,Sawyer,25-Mar-21,,Production Technician I,Mark Davis,alessandro.sawyer@bilearner.com,MSC,Active,Contract,Zone B,Full-Time,Unk,,Production,Field Operations,8/11/1995,MA,Groundman,Female,46143,Asian,Divorced,Fully Meets,1,
3195,Kaylen,Hogan,16-Jul-20,15-Oct-20,Production Technician I,Mark Davis,kaylen.hogan@bilearner.com,NEL,Exited,Full-Time,Zone A,Full-Time,Resignation,Tonight address serve yard race.,Production,General - Con,1/31/1981,MA,Technician,Female,70709,White,Divorced,Fully Meets,2,Conflict with manager
3196,Karley,Michael,28-Nov-18,14-Aug-21,Production Technician I,Sarah Young,karley.michael@bilearner.com,PL,Exited,Full-Time,Zone B,Temporary,Involuntary,Summer might develop TV magazine down.,Production,Engineers,11/12/1974,MA,Project Manager,Female,60139,Other,Divorced,Fully Meets,2,Seeking higher pay
3197,Erik,Parks,27-Jun-19,,Production Technician I,Betty Martin,erik.parks@bilearner.com,PYZ,Active,Contract,Zone A,Full-Time,Unk,,Production,General - Con,3/31/1977,MA,Lineman,Female,15469,Hispanic,Divorced,PIP,1,
3198,Violet,Bennett,4-Jan-23,,Production Technician I,Paul King,violet.bennett@bilearner.com,SVG,Active,Contract,Zone A,Temporary,Unk,,Production,General - Con,9/24/1979,MA,Laborer,Female,77690,Asian,Married,Fully Meets,2,
3199,Hannah,Jacobi,22-Nov-18,,Production Technician I,William Clark,hannah.jacobi@bilearner.com,BPC,Active,Full-Time,Zone B,Full-Time,Unk,,Production,Engineers,1/17/1978,MA,Engineer,Female,1778,Hispanic,Married,Fully Meets,2,
3200,Peter,Robertson,8-Jan-21,,Production Technician II,Betty Martin,peter.robertson@bilearner.com,PL,Active,Part-Time,Zone B,Temporary,Unk,,Production,Billable Consultants,7/26/1975,MA,Engineer,Male,2138,Asian,Married,Fully Meets,4,
3201,Josephine,Bugali,18-Nov-22,,Production Technician I,Michael Martin,josephine.bugali@bilearner.com,EW,Active,Part-Time,Zone A,Part-Time,Unk,,Production,Aerial,7/16/1984,MA,Technician,Female,2043,Asian,Widowed,Fully Meets,4,
3202,Dallas,Leach,21-Jun-20,23-Jun-23,Production Technician I,Michael Clark,dallas.leach@bilearner.com,WBL,Exited,Contract,Zone A,Full-Time,Involuntary,Oil prepare serious affect.,Production,Engineers,3/28/1999,MA,Engineer,Female,1810,Other,Single,Fully Meets,4,Attendance issues
3203,Marianne,Eaton,19-Jan-21,11-Sep-22,Production Technician I,James Harris,marianne.eaton@bilearner.com,PYZ,Exited,Contract,Zone C,Part-Time,Voluntary,Subject network inside.,Production,General - Sga,9/10/1961,MA,Administrator,Female,2343,White,Single,Fully Meets,4,Better opportunity
3204,Bruno,Rossetti,4-Jun-23,,Production Technician I,Sarah Walker,bruno.rossetti@bilearner.com,BPC,Active,Contract,Zone C,Full-Time,Unk,,Production,General - Sga,11/12/1959,MA,Administration,Male,2155,White,Single,Fully Meets,4,
3205,Roxana,Goyal,13-Aug-20,17-Sep-21,Production Technician I,Laura Miller,roxana.goyal@bilearner.com,TNS,Exited,Contract,Zone C,Part-Time,Voluntary,Notice strong involve music fact door move.,Production,Aerial,2/2/1988,MA,Lineman,Female,1864,Asian,Married,Fully Meets,4,Company downsizing
3206,Thomas,Barbara,6-Sep-19,,Production Technician I,Betty Martin,thomas.barbara@bilearner.com,BPC,Active,Part-Time,Zone A,Part-Time,Unk,,Production,Wireline Construction,3/16/1961,MA,Groundman,Male,2062,Hispanic,Divorced,Fully Meets,2,
3207,Lynn,O'hare,27-Mar-22,,Production Technician I,Joseph White,lynn.o'hare@bilearner.com,PYZ,Active,Full-Time,Zone C,Temporary,Unk,,Production,Project Management - Con,8/28/1981,MA,Supervisor,Female,2152,White,Widowed,Fully Meets,5,
3208,Abdellah,Veera,25-Dec-20,8-Mar-23,Production Technician I,Karen Miller,abdellah.veera@bilearner.com,CCDR,Exited,Contract,Zone A,Temporary,Resignation,Own road black catch help agreement.,Production,Field Operations,9/4/1973,MA,Operator,Male,2171,Hispanic,Divorced,Fully Meets,2,Poor performance
3209,Daniel,Davis,24-Apr-21,,Production Technician II,Linda King,daniel.davis@bilearner.com,PL,Active,Contract,Zone A,Full-Time,Unk,,Production,General - Con,3/17/1983,MA,Technician,Male,2458,Hispanic,Widowed,Fully Meets,5,
3210,Barbara M,Stanford,12-May-20,,Production Technician I,Sarah Walker,barbara m.stanford@bilearner.com,WBL,Active,Full-Time,Zone A,Full-Time,Unk,,Production,Aerial,6/13/1993,MA,Lineman,Female,2050,Hispanic,Divorced,Fully Meets,5,
3211,Phylicia,Gosciminski,23-May-23,,Production Technician II,James Allen,phylicia.gosciminski@bilearner.com,SVG,Active,Part-Time,Zone B,Part-Time,Unk,,Production,General - Sga,8/26/1955,MA,Administrator,Female,1824,Other,Married,Fully Meets,2,
3212,Mohammed,Latif,27-Dec-20,22-May-22,Production Technician II,William Robinson,mohammed.latif@bilearner.com,PYZ,Exited,Full-Time,Zone C,Part-Time,Resignation,Style now then seven.,Production,Field Operations,6/30/1972,MA,Foreman,Male,2126,Asian,Married,Fully Meets,5,Going back to school
3213,Hamish,Garneau,17-Nov-18,27-Dec-19,Production Technician I,Betty Martin,hamish.garneau@bilearner.com,WBL,Exited,Full-Time,Zone A,Part-Time,Involuntary,Mr everyone identify how pressure way.,Production,Field Operations,6/28/1952,MA,Laborer,Male,1550,Hispanic,Widowed,Fully Meets,2,Seeking new challenges
3214,Morissa,Power,16-Jul-19,,Production Technician I,Robert Wright,morissa.power@bilearner.com,PYZ,Active,Part-Time,Zone B,Temporary,Unk,,Production,General - Con,12/22/1972,MA,Laborer,Female,1742,Asian,Widowed,Fully Meets,2,
3215,Jason,Woodson,25-Jan-20,,Production Technician II,Betty Walker,jason.woodson@bilearner.com,SVG,Active,Contract,Zone A,Part-Time,Unk,,Production,General - Sga,6/3/1973,MA,Administrator,Male,1810,White,Divorced,Fully Meets,3,
3216,Janine,Purinton,16-Aug-21,,Production Technician I,William Clark,janine.purinton@bilearner.com,MSC,Active,Part-Time,Zone A,Temporary,Unk,,Production,Fielders,2/28/1972,MA,Engineer,Female,2474,Other,Divorced,Fully Meets,5,
3217,Sarah,Akinkuolie,20-Jan-19,1-Oct-19,Production Technician II,Susan Martinez,sarah.akinkuolie@bilearner.com,BPC,Exited,Contract,Zone B,Full-Time,Resignation,Summer begin quickly.,Production,General - Con,9/28/1968,MA,Technician,Female,1810,White,Single,Fully Meets,3,Health reasons
3218,Spencer,Cole,4-Sep-18,,Production Technician I,David Harris,spencer.cole@bilearner.com,SVG,Active,Full-Time,Zone C,Part-Time,Unk,,Production,Field Operations,7/13/1971,MA,Laborer,Male,1880,Other,Widowed,Fully Meets,5,
3219,Luisa,Monterro,20-Sep-19,,Production Technician II,Michael Clark,luisa.monterro@bilearner.com,PL,Active,Full-Time,Zone B,Full-Time,Unk,,Production,Executive,8/16/2000,MA,Administrator,Female,2126,Black,Widowed,Fully Meets,3,
3220,Sandy,Mckenna,24-Jul-23,,Production Technician I,Daniel King,sandy.mckenna@bilearner.com,SVG,Active,Part-Time,Zone A,Full-Time,Unk,,Production,Field Operations,10/11/1980,MA,Tower Hand,Female,2184,Other,Divorced,Fully Meets,1,
3221,Savanah,Baker,5-Jul-23,,Production Technician I,Betty Robinson,savanah.baker@bilearner.com,PL,Active,Full-Time,Zone B,Temporary,Unk,,Production,Wireline Construction,12/31/1945,MA,Foreman,Male,69598,Other,Single,Fully Meets,4,
3222,Gloria,Small,11-Jan-21,,Production Technician I,John Walker,gloria.small@bilearner.com,BPC,Active,Contract,Zone A,Part-Time,Unk,,Production,Shop (Fleet),8/14/1990,MA,Manager,Female,28908,Hispanic,Married,Fully Meets,2,
3223,Alisa,Aguirre,6-Nov-22,,Production Technician I,David Harris,alisa.aguirre@bilearner.com,CCDR,Active,Full-Time,Zone A,Full-Time,Unk,,Production,Splicing,10/12/1952,MA,Splicer,Female,35854,Asian,Single,Fully Meets,5,
3224,Sterling,Davila,3-Apr-23,,Production Technician I,William Clark,sterling.davila@bilearner.com,SVG,Active,Part-Time,Zone A,Part-Time,Unk,,Production,People Services,2/6/1970,MA,Manager,Female,69030,White,Single,Fully Meets,5,
3225,Saniya,Bradley,7-Jun-21,23-Jun-23,Production Technician I,Daniel Allen,saniya.bradley@bilearner.com,EW,Exited,Contract,Zone B,Part-Time,Retirement,Environmental region affect have it.,Production,General - Con,7/29/1977,MA,Foreman,Female,8088,White,Divorced,Fully Meets,3,Relocation
3226,Drake,Ashley,20-Jan-19,,Production Technician I,Robert Young,drake.ashley@bilearner.com,MSC,Active,Contract,Zone B,Full-Time,Unk,,Production,General - Eng,12/31/1988,MA,Technician,Female,50972,Black,Married,Fully Meets,4,
3227,Rosemary,Manning,20-Nov-21,6-Jun-22,Production Technician I,Emily Clark,rosemary.manning@bilearner.com,TNS,Exited,Contract,Zone A,Temporary,Involuntary,Hope any environment reflect realize.,Production,Aerial,7/8/1969,MA,Groundman,Female,1013,Black,Widowed,Fully Meets,2,Work-life balance
3228,Adrianna,Johnston,27-May-19,18-Aug-22,Production Technician I,Jennifer Young,adrianna.johnston@bilearner.com,PYZ,Exited,Full-Time,Zone C,Temporary,Involuntary,Eat unit push read. Weight decide prove defense.,Production,Field Operations,6/3/1946,MA,Technician,Male,8223,Hispanic,Single,Fully Meets,2,Not a good culture fit
3229,Ruby,Bean,18-Dec-22,,Production Technician I,Robert Young,ruby.bean@bilearner.com,WBL,Active,Contract,Zone C,Temporary,Unk,,Production,Engineers,12/18/1945,MA,Program Manager,Male,15997,Other,Widowed,Fully Meets,1,
3230,Annalise,Avila,13-May-21,13-Jul-23,Production Technician I,Mark Davis,annalise.avila@bilearner.com,NEL,Exited,Full-Time,Zone C,Full-Time,Resignation,Condition whole however senior water.,Production,Field Operations,4/20/1991,MA,Laborer,Female,55412,White,Single,Fully Meets,1,Conflict with manager
3231,Carley,Irwin,24-May-21,,Production Technician I,Paul King,carley.irwin@bilearner.com,PL,Active,Full-Time,Zone C,Part-Time,Unk,,Production,Shop (Fleet),5/14/1997,MA,Shop,Female,97872,White,Divorced,Exceeds,2,
3232,Makenzie,Mercer,6-Oct-21,19-May-22,Production Technician I,Mark Davis,makenzie.mercer@bilearner.com,BPC,Exited,Part-Time,Zone B,Temporary,Resignation,Write arrive produce since.,Production,General - Con,11/18/1974,MA,Laborer,Male,26785,Other,Divorced,Fully Meets,1,Personal reasons
3233,Julia,Vargas,22-Aug-20,26-Aug-20,Production Technician I,John Thompson,julia.vargas@bilearner.com,CCDR,Exited,Contract,Zone C,Part-Time,Voluntary,Fact order police ability another pretty add.,Production,Engineers,2/8/1969,MA,Engineer,Male,14249,Asian,Widowed,Fully Meets,2,End of contract term
3234,Parker,Harrison,23-Aug-21,,Production Technician I,William Clark,parker.harrison@bilearner.com,SVG,Active,Part-Time,Zone B,Temporary,Unk,,Production,General - Con,4/25/1959,MA,Administration,Male,52819,Black,Widowed,Fully Meets,3,
3235,Emmett,York,23-Dec-21,17-Oct-22,Production Technician I,Linda King,emmett.york@bilearner.com,EW,Exited,Contract,Zone C,Temporary,Resignation,Without option agent show term.,Production,Engineers,8/1/1963,MA,Engineer,Male,62173,Hispanic,Married,Fully Meets,2,Position eliminated
3236,Landin,Walton,24-Jan-22,27-Mar-22,Production Technician II,Jennifer Taylor,landin.walton@bilearner.com,NEL,Exited,Contract,Zone C,Full-Time,Involuntary,Stuff painting partner my.,Production,People Services,6/4/1979,MA,Cpo,Female,8702,Asian,Married,Fully Meets,5,Found a better role
3237,Landon,Mayo,21-Nov-22,,Production Technician II,Michael Walker,landon.mayo@bilearner.com,PL,Active,Contract,Zone B,Temporary,Unk,,Production,General - Eng,12/8/1987,MA,Drafter,Male,69369,White,Married,Fully Meets,4,
3238,Abby,Estes,4-Dec-18,1-Jul-22,Production Technician II,David Wright,abby.estes@bilearner.com,PYZ,Exited,Contract,Zone A,Part-Time,Voluntary,Organization above size discuss office.,Production,Wireline Construction,9/4/2000,MA,Vp,Male,39455,Other,Divorced,Fully Meets,4,Personal reasons
3239,Rachael,Pena,2-Jun-19,,Production Technician II,David Jones,rachael.pena@bilearner.com,SVG,Active,Part-Time,Zone C,Temporary,Unk,,Production,Field Operations,7/19/1992,MA,Operator,Male,74781,Black,Single,Fully Meets,3,
